model,mae,mse,rmse,return_rmse,direction_accuracy_pct,training_time_seconds,parameters
Log-Return GRU,2.591855662608323,14.771360114856133,3.8433527179867495,0.01795936704246598,52.77108433734939,30.818723917007446,9729
